yearID,teamID,name,lgID,divID,G,GHome,W,L,Rank,park,attendance,BPF,PPF
1969,PHI,Philadelphia Phillies,NL,E,162,81,63,99,5,Connie Mack Stadium,519414,98,99
1969,PIT,Pittsburgh Pirates,NL,E,162,81,88,74,3,Forbes Field,769369,98,97
1969,SDN,San Diego Padres,NL,W,162,81,52,110,6,Jack Murphy Stadium,512970,96,98
1969,SE1,Seattle Pilots,AL,W,163,82,64,98,6,Sicks Stadium,677944,97,100
1969,SFN,San Francisco Giants,NL,W,162,81,90,72,2,Candlestick Park,873603,99,98
1969,SLN,St. Louis Cardinals,NL,E,162,80,87,75,4,Busch Stadium II,1682783,100,99
1969,WS2,Washington Senators,AL,E,162,81,86,76,4,R.F.K. Stadium,918106,94,95
1970,ATL,Atlanta Braves,NL,W,162,81,76,86,5,Atlanta-Fulton County Stadium,1078848,106,106
1970,BAL,Baltimore Orioles,AL,E,162,81,108,54,1,Memorial Stadium,1057069,101,98
1970,BOS,Boston Red Sox,AL,E,162,81,87,75,3,Fenway Park II,1595278,108,107
1970,CAL,California Angels,AL,W,162,81,86,76,3,Anaheim Stadium,1077741,96,97
1970,CHA,Chicago White Sox,AL,W,162,84,56,106,6,Comiskey Park,495355,101,102
1970,CHN,Chicago Cubs,NL,E,162,80,84,78,2,Wrigley Field,1642705,111,110
1970,CIN,Cincinnati Reds,NL,W,162,81,102,60,1,Crosley Field/Riverfront Stadium,1803568,104,103
1970,CLE,Cleveland Indians,AL,E,162,81,76,86,5,Cleveland Stadium,729752,104,105
1970,DET,Detroit Tigers,AL,E,162,81,79,83,4,Tiger Stadium,1501293,101,101
1970,HOU,Houston Astros,NL,W,162,81,79,83,4,Astrodome,1253444,96,96
1970,KCA,Kansas City Royals,AL,W,162,79,65,97,4,Municipal Stadium II,693047,99,100
1970,LAN,Los Angeles Dodgers,NL,W,161,81,87,74,2,Dodger Stadium,1697142,95,94
1970,MIN,Minnesota Twins,AL,W,162,81,98,64,1,Metropolitan Stadium,1261887,103,102
1970,ML4,Milwaukee Brewers,AL,W,163,81,65,97,4,County Stadium,933690,100,101
1970,MON,Montreal Expos,NL,E,162,80,73,89,6,Jarry Park,1424683,99,101
1970,NYA,New York Yankees,AL,E,163,81,93,69,2,Yankee Stadium I,1136879,95,95
1970,NYN,New York Mets,NL,E,162,82,83,79,3,Shea Stadium,2697479,100,99
1970,OAK,Oakland Athletics,AL,W,162,81,89,73,2,Oakland Coliseum,778355,97,95
1970,PHI,Philadelphia Phillies,NL,E,161,80,73,88,5,Connie Mack Stadium,708247,98,99
1970,PIT,Pittsburgh Pirates,NL,E,162,82,89,73,1,Forbes Field/Three Rivers Stadium,1341947,97,96
1970,SDN,San Diego Padres,NL,W,162,81,63,99,6,Jack Murphy Stadium,643679,96,98
1970,SFN,San Francisco Giants,NL,W,162,81,86,76,3,Candlestick Park,740720,100,99
1970,SLN,St. Louis Cardinals,NL,E,162,81,76,86,4,Busch Stadium II,1629736,103,102
1970,WS2,Washington Senators,AL,E,162,81,70,92,6,R.F.K. Stadium,824789,95,95
1971,ATL,Atlanta Braves,NL,W,162,82,82,80,3,Atlanta-Fulton County Stadium,1006320,106,107
1971,BAL,Baltimore Orioles,AL,E,158,77,101,57,1,Memorial Stadium,1023037,99,97
1971,BOS,Boston Red Sox,AL,E,162,80,85,77,3,Fenway Park II,1678732,108,108
1971,CAL,California Angels,AL,W,162,81,76,86,4,Anaheim Stadium,926373,93,93
1971,CHA,Chicago White Sox,AL,W,162,81,79,83,3,Comiskey Park,833891,104,104
1971,CHN,Chicago Cubs,NL,E,162,81,83,79,3,Wrigley Field,1653007,113,113
1971,CIN,Cincinnati Reds,NL,W,162,81,79,83,4,Riverfront Stadium,1501122,95,94
1971,CLE,Cleveland Indians,AL,E,162,81,60,102,6,Cleveland Stadium,591361,109,110
1971,DET,Detroit Tigers,AL,E,162,81,91,71,2,Tiger Stadium,1591073,105,105
1971,HOU,Houston Astros,NL,W,162,81,79,83,4,Astrodome,1261589,98,97
1971,KCA,Kansas City Royals,AL,W,161,81,85,76,2,Municipal Stadium II,910784,99,99
1971,LAN,Los Angeles Dodgers,NL,W,162,81,89,73,2,Dodger Stadium,2064594,94,93
1971,MIN,Minnesota Twins,AL,W,160,79,74,86,5,Metropolitan Stadium,940858,103,102
1971,ML4,Milwaukee Brewers,AL,W,161,82,69,92,6,County Stadium,731531,98,100
1971,MON,Montreal Expos,NL,E,162,80,71,90,5,Jarry Park,1290963,100,101
1971,NYA,New York Yankees,AL,E,162,81,82,80,4,Yankee Stadium I,1070771,94,94
1971,NYN,New York Mets,NL,E,162,81,83,79,3,Shea Stadium,2266680,98,98
1971,OAK,Oakland Athletics,AL,W,161,81,101,60,1,Oakland Coliseum,914993,98,97
1971,PHI,Philadelphia Phillies,NL,E,162,81,67,95,6,Veterans Stadium,1511223,100,102
1971,PIT,Pittsburgh Pirates,NL,E,162,80,97,65,1,Three Rivers Stadium,1501132,102,100
1971,SDN,San Diego Padres,NL,W,161,81,61,100,6,Jack Murphy Stadium,557513,93,95
1971,SFN,San Francisco Giants,NL,W,162,81,90,72,1,Candlestick Park,1106043,99,99
1971,SLN,St. Louis Cardinals,NL,E,163,82,90,72,2,Busch Stadium II,1604671,104,104
1971,WS2,Washington Senators,AL,E,159,81,63,96,5,R.F.K. Stadium,655156,94,95
1972,ATL,Atlanta Braves,NL,W,155,78,70,84,4,Atlanta-Fulton County Stadium,752973,109,110
1972,BAL,Baltimore Orioles,AL,E,154,77,80,74,3,Memorial Stadium,899950,103,101
1972,BOS,Boston Red Sox,AL,E,155,78,85,70,2,Fenway Park II,1441718,106,106
1972,CAL,California Angels,AL,W,155,80,75,80,5,Anaheim Stadium,744190,94,95
1972,CHA,Chicago White Sox,AL,W,154,78,87,67,2,Comiskey Park,1177318,103,103
1972,CHN,Chicago Cubs,NL,E,156,77,85,70,2,Wrigley Field,1299163,110,110
1972,CIN,Cincinnati Reds,NL,W,154,76,95,59,1,Riverfront Stadium,1611459,94,93
1972,CLE,Cleveland Indians,AL,E,156,77,72,84,5,Cleveland Stadium,626354,104,106
1972,DET,Detroit Tigers,AL,E,156,78,86,70,1,Tiger Stadium,1892386,103,103
1972,HOU,Houston Astros,NL,W,153,77,84,69,3,Astrodome,1469247,98,97
1972,KCA,Kansas City Royals,AL,W,154,77,76,78,4,Municipal Stadium II,707656,99,98
1972,LAN,Los Angeles Dodgers,NL,W,155,75,85,70,2,Dodger Stadium,1860858,98,97
1972,MIN,Minnesota Twins,AL,W,154,74,77,77,3,Metropolitan Stadium,797901,105,105
1972,ML4,Milwaukee Brewers,AL,E,156,79,65,91,6,County Stadium,600440,97,98
1972,MON,Montreal Expos,NL,E,156,78,70,86,5,Jarry Park,1142145,101,102
1972,NYA,New York Yankees,AL,E,155,77,79,76,4,Yankee Stadium I,966328,97,96
1972,NYN,New York Mets,NL,E,156,78,83,73,3,Shea Stadium,2134185,97,97
1972,OAK,Oakland Athletics,AL,W,155,77,93,62,1,Oakland Coliseum,921323,95,93
1972,PHI,Philadelphia Phillies,NL,E,156,79,59,97,6,Veterans Stadium,1343329,102,104
1972,PIT,Pittsburgh Pirates,NL,E,155,78,96,59,1,Three Rivers Stadium,1427460,99,97
1972,SDN,San Diego Padres,NL,W,153,80,58,95,6,Jack Murphy Stadium,644273,92,95
1972,SFN,San Francisco Giants,NL,W,155,77,69,86,5,Candlestick Park,647744,102,102
1972,SLN,St. Louis Cardinals,NL,E,156,77,75,81,4,Busch Stadium II,1196894,99,99
1972,TEX,Texas Rangers,AL,W,154,77,54,100,6,Arlington Stadium,662974,96,98
1973,ATL,Atlanta Braves,NL,W,162,81,76,85,5,Atlanta-Fulton County Stadium,800655,108,108
1973,BAL,Baltimore Orioles,AL,E,162,81,97,65,1,Memorial Stadium,958667,99,98
1973,BOS,Boston Red Sox,AL,E,162,81,89,73,2,Fenway Park II,1481002,106,106
1973,CAL,California Angels,AL,W,162,81,79,83,4,Anaheim Stadium,1058206,92,92
1973,CHA,Chicago White Sox,AL,W,162,81,77,85,5,Comiskey Park,1302527,105,105
1973,CHN,Chicago Cubs,NL,E,161,80,77,84,5,Wrigley Field,1351705,107,107
1973,CIN,Cincinnati Reds,NL,W,162,81,99,63,1,Riverfront Stadium,2017601,95,93
1973,CLE,Cleveland Indians,AL,E,162,81,71,91,6,Cleveland Stadium,615107,103,104
1973,DET,Detroit Tigers,AL,E,162,81,85,77,3,Tiger Stadium,1724146,106,107
1973,HOU,Houston Astros,NL,W,162,81,82,80,4,Astrodome,1394004,99,99
1973,KCA,Kansas City Royals,AL,W,162,81,88,74,2,Royals Stadium,1345341,106,106
1973,LAN,Los Angeles Dodgers,NL,W,162,81,95,66,2,Dodger Stadium,2136192,97,95
1973,MIN,Minnesota Twins,AL,W,162,81,81,81,3,Metropolitan Stadium,907499,104,104
1973,ML4,Milwaukee Brewers,AL,E,162,81,74,88,5,County Stadium,1092158,97,98
1973,MON,Montreal Expos,NL,E,162,81,79,83,4,Jarry Park,1246863,103,104
1973,NYA,New York Yankees,AL,E,162,81,80,82,4,Yankee Stadium I,1262103,97,96
1973,NYN,New York Mets,NL,E,161,81,82,79,1,Shea Stadium,1912390,98,99
1973,OAK,Oakland Athletics,AL,W,162,81,94,68,1,Oakland Coliseum,1000763,95,93
1973,PHI,Philadelphia Phillies,NL,E,162,81,71,91,6,Veterans Stadium,1475934,102,103
1973,PIT,Pittsburgh Pirates,NL,E,162,81,80,82,3,Three Rivers Stadium,1319913,98,96
1973,SDN,San Diego Padres,NL,W,162,81,60,102,6,Jack Murphy Stadium,611826,91,94
1973,SFN,San Francisco Giants,NL,W,162,81,88,74,3,Candlestick Park,834193,105,105
1973,SLN,St. Louis Cardinals,NL,E,162,81,81,81,2,Busch Stadium II,1574046,100,100
1973,TEX,Texas Rangers,AL,W,162,81,57,105,6,Arlington Stadium,686085,95,97
1974,ATL,Atlanta Braves,NL,W,163,81,88,74,3,Atlanta-Fulton County Stadium,981085,104,104
1974,BAL,Baltimore Orioles,AL,E,162,81,91,71,1,Memorial Stadium,962572,97,95
1974,BOS,Boston Red Sox,AL,E,162,81,84,78,3,Fenway Park II,1556411,108,107
1974,CAL,California Angels,AL,W,163,81,68,94,6,Anaheim Stadium,917269,94,94
1974,CHA,Chicago White Sox,AL,W,163,82,80,80,4,Comiskey Park,1149596,103,104
1974,CHN,Chicago Cubs,NL,E,162,81,66,96,6,Wrigley Field,1015378,103,105
1974,CIN,Cincinnati Reds,NL,W,163,82,98,64,2,Riverfront Stadium,2164307,99,97
1974,CLE,Cleveland Indians,AL,E,162,81,77,85,4,Cleveland Stadium,1114262,99,100
1974,DET,Detroit Tigers,AL,E,162,81,72,90,6,Tiger Stadium,1243080,102,104
1974,HOU,Houston Astros,NL,W,162,81,81,81,4,Astrodome,1090728,96,96
1974,KCA,Kansas City Royals,AL,W,162,81,77,85,5,Royals Stadium,1173292,105,105
1974,LAN,Los Angeles Dodgers,NL,W,162,81,102,60,1,Dodger Stadium,2632474,96,94
1974,MIN,Minnesota Twins,AL,W,163,82,82,80,3,Metropolitan Stadium,662401,104,104
1974,ML4,Milwaukee Brewers,AL,E,162,81,76,86,5,County Stadium,955741,99,99
1974,MON,Montreal Expos,NL,E,161,80,79,82,4,Jarry Park,1019134,105,106
1974,NYA,New York Yankees,AL,E,162,81,89,73,2,Shea Stadium,1273075,99,98
1974,NYN,New York Mets,NL,E,162,81,71,91,5,Shea Stadium,1722209,99,99
1974,OAK,Oakland Athletics,AL,W,162,81,90,72,1,Oakland Coliseum,845693,94,92
1974,PHI,Philadelphia Phillies,NL,E,162,81,80,82,3,Veterans Stadium,1808648,104,104
1974,PIT,Pittsburgh Pirates,NL,E,162,81,88,74,1,Three Rivers Stadium,1110552,97,95
1974,SDN,San Diego Padres,NL,W,162,81,60,102,6,Jack Murphy Stadium,1075399,95,98
1974,SFN,San Francisco Giants,NL,W,162,81,72,90,5,Candlestick Park,519987,105,105
1974,SLN,St. Louis Cardinals,NL,E,161,81,86,75,2,Busch Stadium II,1838413,100,100
1974,TEX,Texas Rangers,AL,W,161,80,84,76,2,Arlington Stadium,1193902,97,98
1975,ATL,Atlanta Braves,NL,W,161,80,67,94,5,Atlanta-Fulton County Stadium,534672,103,104
1975,BAL,Baltimore Orioles,AL,E,159,77,90,69,2,Memorial Stadium,1002157,94,93
1975,BOS,Boston Red Sox,AL,E,160,81,95,65,1,Fenway Park II,1748587,110,109
1975,CAL,California Angels,AL,W,161,81,72,89,6,Anaheim Stadium,1058163,92,93
1975,CHA,Chicago White Sox,AL,W,161,81,75,86,5,Comiskey Park,750802,102,103
1975,CHN,Chicago Cubs,NL,E,162,81,75,87,5,Wrigley Field,1034819,104,106
1975,CIN,Cincinnati Reds,NL,W,162,81,108,54,1,Riverfront Stadium,2315603,102,99
1975,CLE,Cleveland Indians,AL,E,159,80,79,80,4,Cleveland Stadium,977039,99,99
1975,DET,Detroit Tigers,AL,E,159,80,57,102,6,Tiger Stadium,1058836,104,106
1975,HOU,Houston Astros,NL,W,162,81,64,97,6,Astrodome,858002,93,93
1975,KCA,Kansas City Royals,AL,W,162,81,91,71,2,Royals Stadium,1151836,103,102
1975,LAN,Los Angeles Dodgers,NL,W,162,81,88,74,2,Dodger Stadium,2539349,96,94
1975,MIN,Minnesota Twins,AL,W,159,82,76,83,4,Metropolitan Stadium,737156,102,102
1975,ML4,Milwaukee Brewers,AL,E,162,81,68,94,5,County Stadium,1213357,100,101
1975,MON,Montreal Expos,NL,E,162,81,75,87,5,Jarry Park,908292,104,106
1975,NYA,New York Yankees,AL,E,160,78,83,77,3,Shea Stadium,1288048,99,98
1975,NYN,New York Mets,NL,E,162,81,82,80,3,Shea Stadium,1730566,96,95
1975,OAK,Oakland Athletics,AL,W,162,81,98,64,1,Oakland Coliseum,1075518,98,96
1975,PHI,Philadelphia Phillies,NL,E,162,81,86,76,2,Veterans Stadium,1909233,104,103
1975,PIT,Pittsburgh Pirates,NL,E,161,80,92,69,1,Three Rivers Stadium,1270018,99,97
1975,SDN,San Diego Padres,NL,W,162,81,71,91,4,Jack Murphy Stadium,1281747,94,96
1975,SFN,San Francisco Giants,NL,W,161,81,80,81,3,Candlestick Park,522919,104,105
1975,SLN,St. Louis Cardinals,NL,E,163,82,82,80,3,Busch Stadium II,1695270,104,105
1975,TEX,Texas Rangers,AL,W,162,80,79,83,3,Arlington Stadium,1127924,99,99
1976,ATL,Atlanta Braves,NL,W,162,81,70,92,6,Atlanta-Fulton County Stadium,818179,106,108
1976,BAL,Baltimore Orioles,AL,E,162,81,88,74,2,Memorial Stadium,1058609,94,93
1976,BOS,Boston Red Sox,AL,E,162,81,83,79,3,Fenway Park II,1895846,113,112
1976,CAL,California Angels,AL,W,162,81,76,86,4,Anaheim Stadium,1006774,93,94
1976,CHA,Chicago White Sox,AL,W,161,80,64,97,6,Comiskey Park,914945,101,102
1976,CHN,Chicago Cubs,NL,E,162,81,75,87,4,Wrigley Field,1026217,108,109
1976,CIN,Cincinnati Reds,NL,W,162,81,102,60,1,Riverfront Stadium,2629708,102,100
1976,CLE,Cleveland Indians,AL,E,159,79,81,78,4,Cleveland Stadium,948776,98,98
1976,DET,Detroit Tigers,AL,E,161,80,74,87,5,Tiger Stadium,1467020,103,105
1976,HOU,Houston Astros,NL,W,162,82,80,82,3,Astrodome,886146,91,91
1976,KCA,Kansas City Royals,AL,W,162,81,90,72,1,Royals Stadium,1680265,102,100
1976,LAN,Los Angeles Dodgers,NL,W,162,81,92,70,2,Dodger Stadium,2386301,98,97
1976,MIN,Minnesota Twins,AL,W,162,81,85,77,3,Metropolitan Stadium,715394,103,102
1976,ML4,Milwaukee Brewers,AL,E,161,81,66,95,6,County Stadium,1012164,98,99
1976,MON,Montreal Expos,NL,E,162,80,55,107,6,Jarry Park,646704,105,107
1976,NYA,New York Yankees,AL,E,159,80,97,62,1,Yankee Stadium II,2012434,100,98
1976,NYN,New York Mets,NL,E,162,82,86,76,3,Shea Stadium,1468754,94,94
1976,OAK,Oakland Athletics,AL,W,161,81,87,74,2,Oakland Coliseum,780593,95,95
1976,PHI,Philadelphia Phillies,NL,E,162,81,101,61,1,Veterans Stadium,2480150,104,102
1976,PIT,Pittsburgh Pirates,NL,E,162,81,92,70,2,Three Rivers Stadium,1025945,100,99
1976,SDN,San Diego Padres,NL,W,162,80,73,89,5,Jack Murphy Stadium,1458478,92,94
1976,SFN,San Francisco Giants,NL,W,162,81,74,88,4,Candlestick Park,626868,103,103
1976,SLN,St. Louis Cardinals,NL,E,162,81,72,90,5,Busch Stadium II,1207079,101,101
1976,TEX,Texas Rangers,AL,W,162,81,76,86,4,Arlington Stadium,1164982,102,102
1977,ATL,Atlanta Braves,NL,W,162,81,61,101,6,Atlanta-Fulton County Stadium,872464,112,114
1977,BAL,Baltimore Orioles,AL,E,161,81,97,64,2,Memorial Stadium,1195769,94,94
1977,BOS,Boston Red Sox,AL,E,161,80,97,64,2,Fenway Park II,2074549,113,112
1977,CAL,California Angels,AL,W,162,81,74,88,5,Anaheim Stadium,1432633,96,96
1977,CHA,Chicago White Sox,AL,W,162,81,90,72,3,Comiskey Park,1657135,100,101
1977,CHN,Chicago Cubs,NL,E,162,81,81,81,4,Wrigley Field,1439834,111,112
1977,CIN,Cincinnati Reds,NL,W,162,81,88,74,2,Riverfront Stadium,2519670,102,101
1977,CLE,Cleveland Indians,AL,E,161,81,71,90,5,Cleveland Stadium,900365,96,97
1977,DET,Detroit Tigers,AL,E,162,81,74,88,4,Tiger Stadium,1359856,105,105
1977,HOU,Houston Astros,NL,W,162,81,81,81,3,Astrodome,1109560,91,91
1977,KCA,Kansas City Royals,AL,W,162,81,102,60,1,Royals Stadium,1852603,102,100
1977,LAN,Los Angeles Dodgers,NL,W,162,81,98,64,1,Dodger Stadium,2955087,100,98
1977,MIN,Minnesota Twins,AL,W,161,80,84,77,4,Metropolitan Stadium,1162727,99,99
1977,ML4,Milwaukee Brewers,AL,E,162,81,67,95,6,County Stadium,1114938,100,100
1977,MON,Montreal Expos,NL,E,162,81,75,87,5,Stade Olympique,1433757,97,97
1977,NYA,New York Yankees,AL,E,162,81,100,62,1,Yankee Stadium II,2103092,99,97
1977,NYN,New York Mets,NL,E,162,79,64,98,6,Shea Stadium,1066825,95,95
1977,OAK,Oakland Athletics,AL,W,161,81,63,98,7,Oakland Coliseum,495599,97,98
1977,PHI,Philadelphia Phillies,NL,E,162,81,101,61,1,Veterans Stadium,2700070,105,103
1977,PIT,Pittsburgh Pirates,NL,E,162,81,96,66,2,Three Rivers Stadium,1237349,102,101
1977,SDN,San Diego Padres,NL,W,162,81,69,93,5,Jack Murphy Stadium,1376269,90,91
1977,SEA,Seattle Mariners,AL,W,162,81,64,98,6,Kingdome,1338511,99,101
1977,SFN,San Francisco Giants,NL,W,162,81,75,87,4,Candlestick Park,700056,99,100
1977,SLN,St. Louis Cardinals,NL,E,162,83,83,79,3,Busch Stadium II,1659287,99,99
1977,TEX,Texas Rangers,AL,W,162,81,94,68,2,Arlington Stadium,1250722,101,101
1977,TOR,Toronto Blue Jays,AL,E,161,80,54,107,7,Exhibition Stadium,1701052,101,103
1978,ATL,Atlanta Braves,NL,W,162,81,69,93,6,Atlanta-Fulton County Stadium,904494,112,114
1978,BAL,Baltimore Orioles,AL,E,161,81,90,71,4,Memorial Stadium,1051724,94,93
1978,BOS,Boston Red Sox,AL,E,163,82,99,64,2,Fenway Park II,2320643,112,110
1978,CAL,California Angels,AL,W,162,81,87,75,2,Anaheim Stadium,1755386,96,96
1978,CHA,Chicago White Sox,AL,W,161,80,71,90,5,Comiskey Park,1491100,101,102
1978,CHN,Chicago Cubs,NL,E,162,82,79,83,3,Wrigley Field,1525311,112,112
1978,CIN,Cincinnati Reds,NL,W,161,80,92,69,2,Riverfront Stadium,2532497,100,100
1978,CLE,Cleveland Indians,AL,E,159,78,69,90,6,Cleveland Stadium,800584,99,100
1978,DET,Detroit Tigers,AL,E,162,81,86,76,5,Tiger Stadium,1714893,103,103
1978,HOU,Houston Astros,NL,W,162,81,74,88,5,Astrodome,1126145,92,92
1978,KCA,Kansas City Royals,AL,W,162,81,92,70,1,Royals Stadium,2255493,103,102
1978,LAN,Los Angeles Dodgers,NL,W,162,81,95,67,1,Dodger Stadium,3347845,100,98
1978,MIN,Minnesota Twins,AL,W,162,81,73,89,4,Metropolitan Stadium,787878,102,102
1978,ML4,Milwaukee Brewers,AL,E,162,81,93,69,3,County Stadium,1601406,100,100
1978,MON,Montreal Expos,NL,E,162,80,76,86,4,Stade Olympique,1427007,99,98
1978,NYA,New York Yankees,AL,E,163,81,100,63,1,Yankee Stadium II,2335871,97,96
1978,NYN,New York Mets,NL,E,162,80,66,96,6,Shea Stadium,1007328,96,97
1978,OAK,Oakland Athletics,AL,W,162,80,69,93,6,Oakland Coliseum,526999,94,96
1978,PHI,Philadelphia Phillies,NL,E,162,82,90,72,1,Veterans Stadium,2583389,101,100
1978,PIT,Pittsburgh Pirates,NL,E,161,81,88,73,2,Three Rivers Stadium,964106,105,104
1978,SDN,San Diego Padres,NL,W,162,81,84,78,4,Jack Murphy Stadium,1670107,91,92
1978,SEA,Seattle Mariners,AL,W,160,81,56,104,7,Kingdome,877440,100,101
1978,SFN,San Francisco Giants,NL,W,162,81,89,73,3,Candlestick Park,1740477,96,96
1978,SLN,St. Louis Cardinals,NL,E,162,81,69,93,5,Busch Stadium II,1278215,99,99
1978,TEX,Texas Rangers,AL,W,162,82,87,75,2,Arlington Stadium,1447963,100,100
1978,TOR,Toronto Blue Jays,AL,E,161,81,59,102,7,Exhibition Stadium,1562585,101,104
1979,ATL,Atlanta Braves,NL,W,160,79,66,94,6,Atlanta-Fulton County Stadium,769465,107,109
1979,BAL,Baltimore Orioles,AL,E,159,79,102,57,1,Memorial Stadium,1681009,97,95
1979,BOS,Boston Red Sox,AL,E,160,80,91,69,3,Fenway Park II,2353114,106,106
1979,CAL,California Angels,AL,W,162,81,88,74,1,Anaheim Stadium,2523575,96,96
1979,CHA,Chicago White Sox,AL,W,159,79,73,87,5,Comiskey Park,1280702,100,101
1979,CHN,Chicago Cubs,NL,E,162,81,80,82,5,Wrigley Field,1648587,110,111
1979,CIN,Cincinnati Reds,NL,W,161,80,90,71,1,Riverfront Stadium,2356933,101,101
1979,CLE,Cleveland Indians,AL,E,161,81,81,80,6,Cleveland Stadium,1011644,101,101
1979,DET,Detroit Tigers,AL,E,160,80,85,76,5,Tiger Stadium,1630929,103,103
1979,HOU,Houston Astros,NL,W,162,81,89,73,2,Astrodome,1900312,94,94
1979,KCA,Kansas City Royals,AL,W,162,81,85,77,2,Royals Stadium,2261845,102,101
1979,LAN,Los Angeles Dodgers,NL,W,162,81,79,83,3,Dodger Stadium,2860954,99,98
1979,MIN,Minnesota Twins,AL,W,162,81,82,80,4,Metropolitan Stadium,1070521,104,104
1979,ML4,Milwaukee Brewers,AL,E,161,81,95,66,2,County Stadium,1918343,100,99
1979,MON,Montreal Expos,NL,E,160,81,95,65,2,Stade Olympique,2102173,99,98
1979,NYA,New York Yankees,AL,E,160,81,89,71,4,Yankee Stadium II,2537765,98,96
1979,NYN,New York Mets,NL,E,163,82,63,99,6,Shea Stadium,788905,96,97
1979,OAK,Oakland Athletics,AL,W,162,81,54,108,7,Oakland Coliseum,306763,94,96
1979,PHI,Philadelphia Phillies,NL,E,163,81,84,78,4,Veterans Stadium,2775011,103,102
1979,PIT,Pittsburgh Pirates,NL,E,163,81,98,64,1,Three Rivers Stadium,1435454,105,105
1979,SDN,San Diego Padres,NL,W,161,81,68,93,5,Jack Murphy Stadium,1456967,93,94
1979,SEA,Seattle Mariners,AL,W,162,81,67,95,6,Kingdome,844447,102,104
1979,SFN,San Francisco Giants,NL,W,162,81,71,91,4,Candlestick Park,1456402,93,94
1979,SLN,St. Louis Cardinals,NL,E,163,82,86,76,3,Busch Stadium II,1627256,102,102
1979,TEX,Texas Rangers,AL,W,162,81,83,79,3,Arlington Stadium,1519671,99,98
1979,TOR,Toronto Blue Jays,AL,E,162,81,53,109,7,Exhibition Stadium,1431651,100,102
1980,ATL,Atlanta Braves,NL,W,161,80,81,80,4,Atlanta-Fulton County Stadium,1048411,103,103
1980,BAL,Baltimore Orioles,AL,E,162,81,100,62,2,Memorial Stadium,1797438,99,98
1980,BOS,Boston Red Sox,AL,E,160,81,83,77,5,Fenway Park II,1956092,106,105
1980,CAL,California Angels,AL,W,160,81,65,95,6,Anaheim Stadium,2297327,97,97
1980,CHA,Chicago White Sox,AL,W,162,81,70,90,5,Comiskey Park,1200365,100,100
1980,CHN,Chicago Cubs,NL,E,162,81,64,98,6,Wrigley Field,1206776,107,109
1980,CIN,Cincinnati Reds,NL,W,163,82,89,73,3,Riverfront Stadium,2022450,101,100
1980,CLE,Cleveland Indians,AL,E,160,79,79,81,6,Cleveland Stadium,1033827,101,102
1980,DET,Detroit Tigers,AL,E,163,82,84,78,4,Tiger Stadium,1785293,102,102
1980,HOU,Houston Astros,NL,W,163,81,93,70,1,Astrodome,2278217,92,91
1980,KCA,Kansas City Royals,AL,W,162,81,97,65,1,Royals Stadium,2288714,100,100
1980,LAN,Los Angeles Dodgers,NL,W,163,82,92,71,2,Dodger Stadium,3249287,99,98
1980,MIN,Minnesota Twins,AL,W,161,80,77,84,3,Metropolitan Stadium,769206,108,108
1980,ML4,Milwaukee Brewers,AL,E,162,82,86,76,3,County Stadium,1857408,97,96
1980,MON,Montreal Expos,NL,E,162,80,90,72,2,Stade Olympique,2208175,100,99
1980,NYA,New York Yankees,AL,E,162,81,103,59,1,Yankee Stadium II,2627417,98,97
1980,NYN,New York Mets,NL,E,162,82,67,95,5,Shea Stadium,1192073,97,98
1980,OAK,Oakland Athletics,AL,W,162,81,83,79,2,Oakland Coliseum,842259,93,93
1980,PHI,Philadelphia Phillies,NL,E,162,81,91,71,1,Veterans Stadium,2651650,105,105
1980,PIT,Pittsburgh Pirates,NL,E,162,81,83,79,3,Three Rivers Stadium,1646757,103,102
1980,SDN,San Diego Padres,NL,W,163,81,73,89,6,Jack Murphy Stadium,1139026,94,95
1980,SEA,Seattle Mariners,AL,W,163,81,59,103,7,Kingdome,836204,101,103
1980,SFN,San Francisco Giants,NL,W,161,81,75,86,5,Candlestick Park,1096115,97,98
1980,SLN,St. Louis Cardinals,NL,E,162,81,74,88,4,Busch Stadium II,1385147,104,103
1980,TEX,Texas Rangers,AL,W,163,80,76,85,4,Arlington Stadium,1198175,97,96
1980,TOR,Toronto Blue Jays,AL,E,162,81,67,95,7,Exhibition Stadium,1400327,105,107
1981,ATL,Atlanta Braves,NL,W,107,50,50,56,5,Atlanta-Fulton County Stadium,535418,102,103
1981,BAL,Baltimore Orioles,AL,E,105,55,59,46,2,Memorial Stadium,1024247,100,99
1981,BOS,Boston Red Sox,AL,E,108,53,59,49,5,Fenway Park II,1060379,107,106
1981,CAL,California Angels,AL,W,110,54,51,59,5,Anaheim Stadium,1441545,100,99
1981,CHA,Chicago White Sox,AL,W,106,49,54,52,3,Comiskey Park,946651,98,98
1981,CHN,Chicago Cubs,NL,E,106,58,38,65,6,Wrigley Field,565637,104,106
1981,CIN,Cincinnati Reds,NL,W,108,54,66,42,1,Riverfront Stadium,1093730,102,102
1981,CLE,Cleveland Indians,AL,E,103,54,52,51,6,Cleveland Stadium,661395,100,100
1981,DET,Detroit Tigers,AL,E,109,55,60,49,3,Tiger Stadium,1149144,104,103
1981,HOU,Houston Astros,NL,W,110,51,61,49,3,Astrodome,1321282,95,94
1981,KCA,Kansas City Royals,AL,W,103,47,50,53,4,Royals Stadium,1279403,99,98
1981,LAN,Los Angeles Dodgers,NL,W,110,56,63,47,2,Dodger Stadium,2381292,97,96
