yearID,teamID,name,lgID,divID,G,GHome,W,L,Rank,park,attendance,BPF,PPF
1981,MIN,Minnesota Twins,AL,W,110,61,41,68,7,Metropolitan Stadium,469090,107,108
1981,ML4,Milwaukee Brewers,AL,E,109,49,62,47,1,County Stadium,874292,95,94
1981,MON,Montreal Expos,NL,E,108,56,60,48,2,Stade Olympique,1534564,101,100
1981,NYA,New York Yankees,AL,E,107,51,59,48,4,Yankee Stadium II,1614353,98,97
1981,NYN,New York Mets,NL,E,105,52,41,62,5,Shea Stadium,704244,98,99
1981,OAK,Oakland Athletics,AL,W,109,56,64,45,1,Oakland Coliseum,1304052,95,95
1981,PHI,Philadelphia Phillies,NL,E,107,55,59,48,3,Veterans Stadium,1638752,104,104
1981,PIT,Pittsburgh Pirates,NL,E,103,51,46,56,4,Three Rivers Stadium,541789,104,104
1981,SDN,San Diego Padres,NL,W,110,55,41,69,6,Jack Murphy Stadium,519161,93,94
1981,SEA,Seattle Mariners,AL,W,110,57,44,65,6,Kingdome,636276,105,106
1981,SFN,San Francisco Giants,NL,W,111,53,56,55,4,Candlestick Park,632274,98,98
1981,SLN,St. Louis Cardinals,NL,E,103,53,59,43,1,Busch Stadium II,1010247,103,102
1981,TEX,Texas Rangers,AL,W,105,56,57,48,2,Arlington Stadium,850076,94,94
1981,TOR,Toronto Blue Jays,AL,E,106,53,37,69,7,Exhibition Stadium,755083,106,108
1982,ATL,Atlanta Braves,NL,W,162,81,89,73,1,Atlanta-Fulton County Stadium,1801985,104,104
1982,BAL,Baltimore Orioles,AL,E,163,82,94,68,2,Memorial Stadium,1613031,100,99
1982,BOS,Boston Red Sox,AL,E,162,81,89,73,3,Fenway Park II,1950124,107,106
1982,CAL,California Angels,AL,W,162,81,93,69,1,Anaheim Stadium,2807360,100,99
1982,CHA,Chicago White Sox,AL,W,162,80,87,75,3,Comiskey Park,1567787,100,99
1982,CHN,Chicago Cubs,NL,E,162,81,73,89,5,Wrigley Field,1249278,102,103
1982,CIN,Cincinnati Reds,NL,W,162,81,61,101,6,Riverfront Stadium,1326528,102,102
1982,CLE,Cleveland Indians,AL,E,162,81,78,84,6,Cleveland Stadium,1044021,101,101
1982,DET,Detroit Tigers,AL,E,162,81,83,79,4,Tiger Stadium,1636058,100,99
1982,HOU,Houston Astros,NL,W,162,81,77,85,5,Astrodome,1558555,92,92
1982,KCA,Kansas City Royals,AL,W,162,81,90,72,2,Royals Stadium,2284464,100,100
1982,LAN,Los Angeles Dodgers,NL,W,162,81,88,74,2,Dodger Stadium,3608881,98,97
1982,MIN,Minnesota Twins,AL,W,162,81,60,102,7,Hubert H Humphrey Metrodome,921186,103,104
1982,ML4,Milwaukee Brewers,AL,E,163,82,95,67,1,County Stadium,1978896,94,93
1982,MON,Montreal Expos,NL,E,162,81,86,76,3,Stade Olympique,2318292,102,101
1982,NYA,New York Yankees,AL,E,162,81,79,83,5,Yankee Stadium II,2041219,98,97
1982,NYN,New York Mets,NL,E,162,81,65,97,6,Shea Stadium,1323036,99,101
1982,OAK,Oakland Athletics,AL,W,162,81,68,94,5,Oakland Coliseum,1735489,94,95
1982,PHI,Philadelphia Phillies,NL,E,162,81,89,73,2,Veterans Stadium,2376394,103,102
1982,PIT,Pittsburgh Pirates,NL,E,162,81,84,78,4,Three Rivers Stadium,1024106,104,104
1982,SDN,San Diego Padres,NL,W,162,81,81,81,4,Jack Murphy Stadium,1607516,96,96
1982,SEA,Seattle Mariners,AL,W,162,81,76,86,4,Kingdome,1070404,103,105
1982,SFN,San Francisco Giants,NL,W,162,81,87,75,3,Candlestick Park,1200948,99,99
1982,SLN,St. Louis Cardinals,NL,E,162,81,92,70,1,Busch Stadium II,2111906,101,101
1982,TEX,Texas Rangers,AL,W,162,81,64,98,6,Arlington Stadium,1154432,95,95
1982,TOR,Toronto Blue Jays,AL,E,162,81,78,84,6,Exhibition Stadium,1275978,110,110
1983,ATL,Atlanta Braves,NL,W,162,80,88,74,2,Atlanta-Fulton County Stadium,2119935,108,107
1983,BAL,Baltimore Orioles,AL,E,162,81,98,64,1,Memorial Stadium,2042071,98,98
1983,BOS,Boston Red Sox,AL,E,162,81,78,84,6,Fenway Park II,1782285,107,107
1983,CAL,California Angels,AL,W,162,81,70,92,5,Anaheim Stadium,2555016,99,99
1983,CHA,Chicago White Sox,AL,W,162,81,99,63,1,Comiskey Park,2132821,104,103
1983,CHN,Chicago Cubs,NL,E,162,81,71,91,5,Wrigley Field,1479717,104,104
1983,CIN,Cincinnati Reds,NL,W,162,81,74,88,6,Riverfront Stadium,1190419,103,104
1983,CLE,Cleveland Indians,AL,E,162,81,70,92,7,Cleveland Stadium,768941,104,105
1983,DET,Detroit Tigers,AL,E,162,81,92,70,2,Tiger Stadium,1829636,97,96
1983,HOU,Houston Astros,NL,W,162,82,85,77,3,Astrodome,1351962,93,93
1983,KCA,Kansas City Royals,AL,W,163,82,79,83,2,Royals Stadium,1963875,100,100
1983,LAN,Los Angeles Dodgers,NL,W,163,80,91,71,1,Dodger Stadium,3510313,99,99
1983,MIN,Minnesota Twins,AL,W,162,81,70,92,5,Hubert H Humphrey Metrodome,858939,104,105
1983,ML4,Milwaukee Brewers,AL,E,162,81,87,75,5,County Stadium,2397131,93,92
1983,MON,Montreal Expos,NL,E,163,81,82,80,3,Stade Olympique,2320651,99,99
1983,NYA,New York Yankees,AL,E,162,81,91,71,3,Yankee Stadium II,2257976,96,95
1983,NYN,New York Mets,NL,E,162,82,68,94,6,Shea Stadium,1112774,99,100
1983,OAK,Oakland Athletics,AL,W,162,81,74,88,4,Oakland Coliseum,1294941,93,94
1983,PHI,Philadelphia Phillies,NL,E,163,82,90,72,1,Veterans Stadium,2128339,99,99
1983,PIT,Pittsburgh Pirates,NL,E,162,81,84,78,2,Three Rivers Stadium,1225916,103,102
1983,SDN,San Diego Padres,NL,W,163,82,81,81,4,Jack Murphy Stadium,1539815,97,97
1983,SEA,Seattle Mariners,AL,W,162,81,60,102,7,Kingdome,813537,104,105
1983,SFN,San Francisco Giants,NL,W,162,81,79,83,5,Candlestick Park,1251530,97,98
1983,SLN,St. Louis Cardinals,NL,E,162,81,79,83,4,Busch Stadium II,2317914,101,100
1983,TEX,Texas Rangers,AL,W,163,81,77,85,3,Arlington Stadium,1363469,97,98
1983,TOR,Toronto Blue Jays,AL,E,162,81,89,73,4,Exhibition Stadium,1930415,106,106
1984,ATL,Atlanta Braves,NL,W,162,81,80,82,2,Atlanta-Fulton County Stadium,1724892,107,107
1984,BAL,Baltimore Orioles,AL,E,162,81,85,77,5,Memorial Stadium,2045784,98,97
1984,BOS,Boston Red Sox,AL,E,162,81,86,76,4,Fenway Park II,1661618,105,105
1984,CAL,California Angels,AL,W,162,81,81,81,2,Anaheim Stadium,2402997,100,100
1984,CHA,Chicago White Sox,AL,W,162,81,74,88,5,Comiskey Park,2136988,105,104
1984,CHN,Chicago Cubs,NL,E,161,80,96,65,1,Wrigley Field,2107655,108,108
1984,CIN,Cincinnati Reds,NL,W,162,81,70,92,5,Riverfront Stadium,1275887,104,105
1984,CLE,Cleveland Indians,AL,E,163,81,75,87,6,Cleveland Stadium,734079,102,103
1984,DET,Detroit Tigers,AL,E,162,82,104,58,1,Tiger Stadium,2704794,100,98
1984,HOU,Houston Astros,NL,W,162,81,80,82,2,Astrodome,1229862,92,92
1984,KCA,Kansas City Royals,AL,W,162,81,84,78,1,Royals Stadium,1810018,100,101
1984,LAN,Los Angeles Dodgers,NL,W,162,81,79,83,4,Dodger Stadium,3134824,98,98
1984,MIN,Minnesota Twins,AL,W,162,81,81,81,2,Hubert H Humphrey Metrodome,1598692,104,105
1984,ML4,Milwaukee Brewers,AL,E,161,81,67,94,7,County Stadium,1608509,96,97
1984,MON,Montreal Expos,NL,E,161,81,78,83,5,Stade Olympique,1606531,96,96
1984,NYA,New York Yankees,AL,E,162,81,87,75,3,Yankee Stadium II,1821815,96,95
1984,NYN,New York Mets,NL,E,162,81,90,72,2,Shea Stadium,1842695,99,99
1984,OAK,Oakland Athletics,AL,W,162,81,77,85,4,Oakland Coliseum,1353281,93,93
1984,PHI,Philadelphia Phillies,NL,E,162,81,81,81,4,Veterans Stadium,2062693,102,101
1984,PIT,Pittsburgh Pirates,NL,E,162,81,75,87,6,Three Rivers Stadium,773500,101,101
1984,SDN,San Diego Padres,NL,W,162,81,92,70,1,Jack Murphy Stadium,1983904,100,100
1984,SEA,Seattle Mariners,AL,W,162,81,74,88,5,Kingdome,870372,98,100
1984,SFN,San Francisco Giants,NL,W,162,81,66,96,6,Candlestick Park,1001545,97,98
1984,SLN,St. Louis Cardinals,NL,E,162,81,84,78,3,Busch Stadium II,2037448,98,98
1984,TEX,Texas Rangers,AL,W,161,80,69,92,7,Arlington Stadium,1102471,103,104
1984,TOR,Toronto Blue Jays,AL,E,163,81,89,73,2,Exhibition Stadium,2110009,104,103
1985,ATL,Atlanta Braves,NL,W,162,81,66,96,5,Atlanta-Fulton County Stadium,1350137,105,106
1985,BAL,Baltimore Orioles,AL,E,161,81,83,78,4,Memorial Stadium,2132387,97,97
1985,BOS,Boston Red Sox,AL,E,163,81,81,81,5,Fenway Park II,1786633,104,104
1985,CAL,California Angels,AL,W,162,79,90,72,2,Anaheim Stadium,2567427,100,100
1985,CHA,Chicago White Sox,AL,W,163,81,85,77,3,Comiskey Park,1669888,104,104
1985,CHN,Chicago Cubs,NL,E,162,81,77,84,4,Wrigley Field,2161534,110,110
1985,CIN,Cincinnati Reds,NL,W,162,81,89,72,2,Riverfront Stadium,1834619,104,105
1985,CLE,Cleveland Indians,AL,E,162,81,60,102,7,Cleveland Stadium,655181,99,100
1985,DET,Detroit Tigers,AL,E,161,81,84,77,3,Tiger Stadium,2286609,100,98
1985,HOU,Houston Astros,NL,W,162,81,83,79,3,Astrodome,1184314,97,96
1985,KCA,Kansas City Royals,AL,W,162,82,91,71,1,Royals Stadium,2162717,100,100
1985,LAN,Los Angeles Dodgers,NL,W,162,81,95,67,1,Dodger Stadium,3264593,97,96
1985,MIN,Minnesota Twins,AL,W,162,84,77,85,4,Hubert H Humphrey Metrodome,1651814,105,105
1985,ML4,Milwaukee Brewers,AL,E,161,80,71,90,6,County Stadium,1360265,100,101
1985,MON,Montreal Expos,NL,E,161,81,84,77,3,Stade Olympique,1502494,95,95
1985,NYA,New York Yankees,AL,E,161,80,97,64,2,Yankee Stadium II,2214587,98,97
1985,NYN,New York Mets,NL,E,162,81,98,64,2,Shea Stadium,2761601,99,97
1985,OAK,Oakland Athletics,AL,W,162,79,77,85,4,Oakland Coliseum,1334599,92,92
1985,PHI,Philadelphia Phillies,NL,E,162,81,75,87,5,Veterans Stadium,1830350,103,103
1985,PIT,Pittsburgh Pirates,NL,E,161,80,57,104,6,Three Rivers Stadium,735900,99,100
1985,SDN,San Diego Padres,NL,W,162,81,83,79,3,Jack Murphy Stadium,2210352,99,99
1985,SEA,Seattle Mariners,AL,W,162,83,74,88,6,Kingdome,1128696,100,101
1985,SFN,San Francisco Giants,NL,W,162,81,62,100,6,Candlestick Park,818697,95,96
1985,SLN,St. Louis Cardinals,NL,E,162,81,101,61,1,Busch Stadium II,2637563,100,99
1985,TEX,Texas Rangers,AL,W,161,80,62,99,7,Arlington Stadium,1112497,101,102
1985,TOR,Toronto Blue Jays,AL,E,161,80,99,62,1,Exhibition Stadium,2468925,104,103
1986,ATL,Atlanta Braves,NL,W,161,81,72,89,6,Atlanta-Fulton County Stadium,1387181,105,106
1986,BAL,Baltimore Orioles,AL,E,162,79,73,89,7,Memorial Stadium,1973176,98,99
1986,BOS,Boston Red Sox,AL,E,161,81,95,66,1,Fenway Park II,2147641,101,100
1986,CAL,California Angels,AL,W,162,82,92,70,1,Anaheim Stadium,2655872,99,99
1986,CHA,Chicago White Sox,AL,W,162,81,72,90,5,Comiskey Park,1424313,104,104
1986,CHN,Chicago Cubs,NL,E,160,80,70,90,5,Wrigley Field,1859102,107,108
1986,CIN,Cincinnati Reds,NL,W,162,81,86,76,2,Riverfront Stadium,1692432,104,104
1986,CLE,Cleveland Indians,AL,E,163,81,84,78,5,Cleveland Stadium,1471805,98,99
1986,DET,Detroit Tigers,AL,E,162,81,87,75,3,Tiger Stadium,1899437,100,99
1986,HOU,Houston Astros,NL,W,162,81,96,66,1,Astrodome,1734276,97,96
1986,KCA,Kansas City Royals,AL,W,162,81,76,86,3,Royals Stadium,2320794,102,101
1986,LAN,Los Angeles Dodgers,NL,W,162,81,73,89,5,Dodger Stadium,3023208,93,93
1986,MIN,Minnesota Twins,AL,W,162,81,71,91,6,Hubert H Humphrey Metrodome,1255453,102,102
1986,ML4,Milwaukee Brewers,AL,E,161,80,77,84,6,County Stadium,1265041,103,104
1986,MON,Montreal Expos,NL,E,161,80,78,83,4,Stade Olympique,1128981,100,100
1986,NYA,New York Yankees,AL,E,162,80,90,72,2,Yankee Stadium II,2268030,99,98
1986,NYN,New York Mets,NL,E,162,81,108,54,1,Shea Stadium,2767601,98,96
1986,OAK,Oakland Athletics,AL,W,162,83,76,86,3,Oakland Coliseum,1314646,92,92
1986,PHI,Philadelphia Phillies,NL,E,161,80,86,75,2,Veterans Stadium,1933335,104,104
1986,PIT,Pittsburgh Pirates,NL,E,162,81,64,98,6,Three Rivers Stadium,1000917,102,103
1986,SDN,San Diego Padres,NL,W,162,81,74,88,4,Jack Murphy Stadium,1805716,98,98
1986,SEA,Seattle Mariners,AL,W,162,82,67,95,7,Kingdome,1029045,100,101
1986,SFN,San Francisco Giants,NL,W,162,81,83,79,3,Candlestick Park,1528748,95,95
1986,SLN,St. Louis Cardinals,NL,E,161,81,79,82,3,Busch Stadium II,2471974,100,99
1986,TEX,Texas Rangers,AL,W,162,81,87,75,2,Arlington Stadium,1692002,102,103
1986,TOR,Toronto Blue Jays,AL,E,163,81,86,76,4,Exhibition Stadium,2455477,103,102
1987,ATL,Atlanta Braves,NL,W,161,81,69,92,5,Atlanta-Fulton County Stadium,1217402,104,106
1987,BAL,Baltimore Orioles,AL,E,162,82,67,95,6,Memorial Stadium,1835692,97,98
1987,BOS,Boston Red Sox,AL,E,162,80,78,84,5,Fenway Park II,2231551,103,102
1987,CAL,California Angels,AL,W,162,81,75,87,6,Anaheim Stadium,2696299,97,97
1987,CHA,Chicago White Sox,AL,W,162,81,77,85,5,Comiskey Park,1208060,103,103
1987,CHN,Chicago Cubs,NL,E,161,80,76,85,6,Wrigley Field,2035130,103,104
1987,CIN,Cincinnati Reds,NL,W,162,81,84,78,2,Riverfront Stadium,2185205,104,103
1987,CLE,Cleveland Indians,AL,E,162,81,61,101,7,Cleveland Stadium,1077898,100,101
1987,DET,Detroit Tigers,AL,E,162,81,98,64,1,Tiger Stadium,2061830,96,95
1987,HOU,Houston Astros,NL,W,162,81,76,86,3,Astrodome,1909902,96,96
1987,KCA,Kansas City Royals,AL,W,162,81,83,79,2,Royals Stadium,2392471,102,102
1987,LAN,Los Angeles Dodgers,NL,W,162,81,73,89,4,Dodger Stadium,2797409,98,98
1987,MIN,Minnesota Twins,AL,W,162,81,85,77,1,Hubert H Humphrey Metrodome,2081976,103,103
1987,ML4,Milwaukee Brewers,AL,E,162,81,91,71,3,County Stadium,1909244,103,103
1987,MON,Montreal Expos,NL,E,162,81,91,71,3,Stade Olympique,1850324,103,103
1987,NYA,New York Yankees,AL,E,162,81,89,73,4,Yankee Stadium II,2427672,99,99
1987,NYN,New York Mets,NL,E,162,81,92,70,2,Shea Stadium,3034129,95,93
1987,OAK,Oakland Athletics,AL,W,162,81,81,81,3,Oakland Coliseum,1678921,93,93
1987,PHI,Philadelphia Phillies,NL,E,162,81,80,82,4,Veterans Stadium,2100110,103,104
1987,PIT,Pittsburgh Pirates,NL,E,162,81,80,82,4,Three Rivers Stadium,1161193,100,100
1987,SDN,San Diego Padres,NL,W,162,81,65,97,6,Jack Murphy Stadium,1454061,96,97
1987,SEA,Seattle Mariners,AL,W,162,81,78,84,4,Kingdome,1134255,105,106
1987,SFN,San Francisco Giants,NL,W,162,81,90,72,1,Candlestick Park,1917168,96,95
1987,SLN,St. Louis Cardinals,NL,E,162,81,95,67,1,Busch Stadium II,3072122,102,102
1987,TEX,Texas Rangers,AL,W,162,81,75,87,6,Arlington Stadium,1763053,100,101
1987,TOR,Toronto Blue Jays,AL,E,162,81,96,66,2,Exhibition Stadium,2778429,102,101
1988,ATL,Atlanta Braves,NL,W,160,79,54,106,6,Atlanta-Fulton County Stadium,848089,104,106
1988,BAL,Baltimore Orioles,AL,E,161,80,54,107,7,Memorial Stadium,1660738,97,98
1988,BOS,Boston Red Sox,AL,E,162,81,89,73,1,Fenway Park II,2464851,105,104
1988,CAL,California Angels,AL,W,162,81,75,87,4,Anaheim Stadium,2340925,97,97
1988,CHA,Chicago White Sox,AL,W,161,81,71,90,5,Comiskey Park,1115749,100,100
1988,CHN,Chicago Cubs,NL,E,163,82,77,85,4,Wrigley Field,2089034,105,105
1988,CIN,Cincinnati Reds,NL,W,161,80,87,74,2,Riverfront Stadium,2072528,104,104
1988,CLE,Cleveland Indians,AL,E,162,81,78,84,6,Cleveland Stadium,1411610,102,103
1988,DET,Detroit Tigers,AL,E,162,81,88,74,2,Tiger Stadium,2081162,97,97
1988,HOU,Houston Astros,NL,W,162,81,82,80,5,Astrodome,1933505,96,96
1988,KCA,Kansas City Royals,AL,W,161,80,84,77,3,Royals Stadium,2350181,101,101
1988,LAN,Los Angeles Dodgers,NL,W,162,81,94,67,1,Dodger Stadium,2980262,98,97
1988,MIN,Minnesota Twins,AL,W,162,81,91,71,2,Hubert H Humphrey Metrodome,3030672,103,102
1988,ML4,Milwaukee Brewers,AL,E,162,81,87,75,3,County Stadium,1923238,101,100
1988,MON,Montreal Expos,NL,E,163,81,81,81,3,Stade Olympique,1478659,104,104
1988,NYA,New York Yankees,AL,E,161,80,85,76,5,Yankee Stadium II,2633701,99,100
1988,NYN,New York Mets,NL,E,160,80,100,60,1,Shea Stadium,3055445,95,94
1988,OAK,Oakland Athletics,AL,W,162,81,104,58,1,Oakland Coliseum,2287335,97,96
1988,PHI,Philadelphia Phillies,NL,E,162,81,65,96,6,Veterans Stadium,1990041,101,103
1988,PIT,Pittsburgh Pirates,NL,E,160,81,85,75,2,Three Rivers Stadium,1866713,98,98
1988,SDN,San Diego Padres,NL,W,161,81,83,78,3,Jack Murphy Stadium,1506896,99,99
1988,SEA,Seattle Mariners,AL,W,161,81,68,93,7,Kingdome,1022398,104,105
1988,SFN,San Francisco Giants,NL,W,162,81,83,79,4,Candlestick Park,1785297,96,95
1988,SLN,St. Louis Cardinals,NL,E,162,81,76,86,5,Busch Stadium II,2892799,101,101
1988,TEX,Texas Rangers,AL,W,161,81,70,91,6,Arlington Stadium,1581901,102,103
1988,TOR,Toronto Blue Jays,AL,E,162,81,87,75,3,Exhibition Stadium,2595175,100,99
1989,ATL,Atlanta Braves,NL,W,161,79,63,97,6,Atlanta-Fulton County Stadium,984930,102,104
1989,BAL,Baltimore Orioles,AL,E,162,81,87,75,2,Memorial Stadium,2535208,96,97
1989,BOS,Boston Red Sox,AL,E,162,81,83,79,3,Fenway Park II,2510012,107,106
1989,CAL,California Angels,AL,W,162,81,91,71,3,Anaheim Stadium,2647291,98,98
1989,CHA,Chicago White Sox,AL,W,161,80,69,92,7,Comiskey Park,1045651,97,98
1989,CHN,Chicago Cubs,NL,E,162,81,93,69,1,Wrigley Field,2491942,108,108
1989,CIN,Cincinnati Reds,NL,W,162,81,75,87,5,Riverfront Stadium,1979320,104,103
1989,CLE,Cleveland Indians,AL,E,162,81,73,89,6,Cleveland Stadium,1285542,101,102
1989,DET,Detroit Tigers,AL,E,162,81,59,103,7,Tiger Stadium,1543656,98,99
1989,HOU,Houston Astros,NL,W,162,82,86,76,3,Astrodome,1834908,97,97
1989,KCA,Kansas City Royals,AL,W,162,81,92,70,2,Royals Stadium,2477700,100,100
1989,LAN,Los Angeles Dodgers,NL,W,160,81,77,83,4,Dodger Stadium,2944653,99,98
1989,MIN,Minnesota Twins,AL,W,162,81,80,82,5,Hubert H Humphrey Metrodome,2277438,107,107
1989,ML4,Milwaukee Brewers,AL,E,162,81,81,81,4,County Stadium,1970735,99,99
1989,MON,Montreal Expos,NL,E,162,81,81,81,4,Stade Olympique,1783533,102,101
1989,NYA,New York Yankees,AL,E,161,81,74,87,5,Yankee Stadium II,2170485,99,99
1989,NYN,New York Mets,NL,E,162,81,87,75,2,Shea Stadium,2918710,95,93
1989,OAK,Oakland Athletics,AL,W,162,81,99,63,1,Oakland Coliseum,2667225,97,95
1989,PHI,Philadelphia Phillies,NL,E,163,81,67,95,6,Veterans Stadium,1861985,99,101
1989,PIT,Pittsburgh Pirates,NL,E,164,81,74,88,5,Three Rivers Stadium,1374141,96,96
1989,SDN,San Diego Padres,NL,W,162,81,89,73,2,Jack Murphy Stadium,2009031,101,101
1989,SEA,Seattle Mariners,AL,W,162,81,73,89,6,Kingdome,1298443,103,104
1989,SFN,San Francisco Giants,NL,W,162,81,92,70,1,Candlestick Park,2059701,97,96
1989,SLN,St. Louis Cardinals,NL,E,164,83,86,76,3,Busch Stadium II,3080980,103,103
1989,TEX,Texas Rangers,AL,W,162,81,83,79,4,Arlington Stadium,2043993,102,102
1989,TOR,Toronto Blue Jays,AL,E,162,81,89,73,1,Exhibition Stadium /Skydome,3375883,94,94
1990,ATL,Atlanta Braves,NL,W,162,81,65,97,6,Atlanta-Fulton County Stadium,980129,105,106
1990,BAL,Baltimore Orioles,AL,E,161,80,76,85,5,Memorial Stadium,2415189,97,98
1990,BOS,Boston Red Sox,AL,E,162,81,88,74,1,Fenway Park II,2528986,105,105
1990,CAL,California Angels,AL,W,162,81,80,82,4,Anaheim Stadium,2555688,97,97
1990,CHA,Chicago White Sox,AL,W,162,80,94,68,2,Comiskey Park,2002357,98,98
1990,CHN,Chicago Cubs,NL,E,162,81,77,85,4,Wrigley Field,2243791,108,108
1990,CIN,Cincinnati Reds,NL,W,162,81,91,71,1,Riverfront Stadium,2400892,105,105
1990,CLE,Cleveland Indians,AL,E,162,81,77,85,4,Cleveland Stadium,1225240,100,100
1990,DET,Detroit Tigers,AL,E,162,81,79,83,3,Tiger Stadium,1495785,101,102
1990,HOU,Houston Astros,NL,W,162,81,75,87,4,Astrodome,1310927,97,98
1990,KCA,Kansas City Royals,AL,W,161,81,75,86,6,Royals Stadium,2244956,98,98
1990,LAN,Los Angeles Dodgers,NL,W,162,81,86,76,2,Dodger Stadium,3002396,98,97
1990,MIN,Minnesota Twins,AL,W,162,81,74,88,7,Hubert H Humphrey Metrodome,1751584,107,107
1990,ML4,Milwaukee Brewers,AL,E,162,81,74,88,6,County Stadium,1752900,99,99
1990,MON,Montreal Expos,NL,E,162,81,85,77,3,Stade Olympique,1373087,96,96
1990,NYA,New York Yankees,AL,E,162,81,67,95,7,Yankee Stadium II,2006436,100,102
1990,NYN,New York Mets,NL,E,162,81,91,71,2,Shea Stadium,2732745,100,99
1990,OAK,Oakland Athletics,AL,W,162,81,103,59,1,Oakland Coliseum,2900217,96,95
1990,PHI,Philadelphia Phillies,NL,E,162,81,77,85,4,Veterans Stadium,1992484,99,100
1990,PIT,Pittsburgh Pirates,NL,E,162,81,95,67,1,Three Rivers Stadium,2049908,96,95
1990,SDN,San Diego Padres,NL,W,162,81,75,87,4,Jack Murphy Stadium,1856396,101,101
1990,SEA,Seattle Mariners,AL,W,162,81,77,85,5,Kingdome,1509727,101,101
1990,SFN,San Francisco Giants,NL,W,162,81,85,77,3,Candlestick Park,1975528,96,96
1990,SLN,St. Louis Cardinals,NL,E,162,81,70,92,6,Busch Stadium II,2573225,100,100
1990,TEX,Texas Rangers,AL,W,162,82,83,79,3,Arlington Stadium,2057911,100,101
1990,TOR,Toronto Blue Jays,AL,E,162,81,86,76,2,Skydome,3885284,106,105
1991,ATL,Atlanta Braves,NL,W,162,81,94,68,1,Atlanta-Fulton County Stadium,2140217,106,106
1991,BAL,Baltimore Orioles,AL,E,162,81,67,95,6,Memorial Stadium,2552753,96,97
1991,BOS,Boston Red Sox,AL,E,162,81,84,78,2,Fenway Park II,2562435,105,105
1991,CAL,California Angels,AL,W,162,81,81,81,7,Anaheim Stadium,2416236,99,100
1991,CHA,Chicago White Sox,AL,W,162,81,87,75,2,Comiskey Park II,2934154,98,97
1991,CHN,Chicago Cubs,NL,E,160,83,77,83,4,Wrigley Field,2314250,104,105
1991,CIN,Cincinnati Reds,NL,W,162,81,74,88,5,Riverfront Stadium,2372377,104,104
1991,CLE,Cleveland Indians,AL,E,162,82,57,105,7,Cleveland Stadium,1051863,101,102
1991,DET,Detroit Tigers,AL,E,162,81,84,78,2,Tiger Stadium,1641661,102,102
1991,HOU,Houston Astros,NL,W,162,81,65,97,6,Astrodome,1196152,93,94
1991,KCA,Kansas City Royals,AL,W,162,81,82,80,6,Royals Stadium,2161537,100,101
1991,LAN,Los Angeles Dodgers,NL,W,162,81,93,69,2,Dodger Stadium,3348170,98,97
1991,MIN,Minnesota Twins,AL,W,162,81,95,67,1,Hubert H Humphrey Metrodome,2293842,105,104
1991,ML4,Milwaukee Brewers,AL,E,162,80,83,79,4,County Stadium,1478729,98,98
1991,MON,Montreal Expos,NL,E,161,68,71,90,6,Stade Olympique,934742,99,99
1991,NYA,New York Yankees,AL,E,162,81,71,91,5,Yankee Stadium II,1863733,100,101
1991,NYN,New York Mets,NL,E,161,82,77,84,5,Shea Stadium,2284484,99,99
1991,OAK,Oakland Athletics,AL,W,162,81,84,78,4,Oakland Coliseum,2713493,94,93
1991,PHI,Philadelphia Phillies,NL,E,162,83,78,84,3,Veterans Stadium,2050012,99,99
1991,PIT,Pittsburgh Pirates,NL,E,162,84,98,64,1,Three Rivers Stadium,2065302,99,98
1991,SDN,San Diego Padres,NL,W,162,81,84,78,3,Jack Murphy Stadium,1804289,103,103
1991,SEA,Seattle Mariners,AL,W,162,81,83,79,5,Kingdome,2147905,100,100
1991,SFN,San Francisco Giants,NL,W,162,81,75,87,4,Candlestick Park,1737478,96,97
1991,SLN,St. Louis Cardinals,NL,E,162,84,84,78,2,Busch Stadium II,2448699,100,100
1991,TEX,Texas Rangers,AL,W,162,81,85,77,3,Arlington Stadium,2297720,98,99
1991,TOR,Toronto Blue Jays,AL,E,162,81,91,71,1,Skydome,4001527,104,103
1992,ATL,Atlanta Braves,NL,W,162,81,98,64,1,Atlanta-Fulton County Stadium,3077400,107,105
1992,BAL,Baltimore Orioles,AL,E,162,81,89,73,3,Oriole Park at Camden Yards,3567819,102,101
1992,BOS,Boston Red Sox,AL,E,162,81,73,89,7,Fenway Park II,2468574,106,107
1992,CAL,California Angels,AL,W,162,81,72,90,5,Anaheim Stadium,2065444,100,101
1992,CHA,Chicago White Sox,AL,W,162,82,86,76,3,Comiskey Park II,2681156,99,99
